GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,MSA_CMSAA,PMSAA,NECMAA,NAME,FKI001
G4600130,2000,2,4,South Dakota,46,Brown,13,9999,9999,9999,Brown County,15861
G4600150,2000,2,4,South Dakota,46,Brule,15,9999,9999,9999,Brule County,2272
G4600170,2000,2,4,South Dakota,46,Buffalo,17,9999,9999,9999,Buffalo County,602
G4600190,2000,2,4,South Dakota,46,Butte,19,9999,9999,9999,Butte County,4059
G4600210,2000,2,4,South Dakota,46,Campbell,21,9999,9999,9999,Campbell County,962
G4600230,2000,2,4,South Dakota,46,Charles Mix,23,9999,9999,9999,Charles Mix County,3853
G4600250,2000,2,4,South Dakota,46,Clark,25,9999,9999,9999,Clark County,1880
G4600270,2000,2,4,South Dakota,46,Clay,27,9999,9999,9999,Clay County,5438
G4600290,2000,2,4,South Dakota,46,Codington,29,9999,9999,9999,Codington County,11324
G4600310,2000,2,4,South Dakota,46,Corson,31,9999,9999,9999,Corson County,1536
G4600330,2000,2,4,South Dakota,46,Custer,33,9999,9999,9999,Custer County,3624
G4600350,2000,2,4,South Dakota,46,Davison,35,9999,9999,9999,Davison County,8093
G4600370,2000,2,4,South Dakota,46,Day,37,9999,9999,9999,Day County,3618
G4600390,2000,2,4,South Dakota,46,Deuel,39,9999,9999,9999,Deuel County,2172
G4600410,2000,2,4,South Dakota,46,Dewey,41,9999,9999,9999,Dewey County,2133
G4600430,2000,2,4,South Dakota,46,Douglas,43,9999,9999,9999,Douglas County,1453
G4600450,2000,2,4,South Dakota,46,Edmunds,45,9999,9999,9999,Edmunds County,2022
G4600470,2000,2,4,South Dakota,46,Fall River,47,9999,9999,9999,Fall River County,3812
G4600490,2000,2,4,South Dakota,46,Faulk,49,9999,9999,9999,Faulk County,1235
G4600510,2000,2,4,South Dakota,46,Grant,51,9999,9999,9999,Grant County,3456
G4600530,2000,2,4,South Dakota,46,Gregory,53,9999,9999,9999,Gregory County,2405
G4600550,2000,2,4,South Dakota,46,Haakon,55,9999,9999,9999,Haakon County,1002
G4600570,2000,2,4,South Dakota,46,Hamlin,57,9999,9999,9999,Hamlin County,2626
G4600590,2000,2,4,South Dakota,46,Hand,59,9999,9999,9999,Hand County,1840
G4600610,2000,2,4,South Dakota,46,Hanson,61,9999,9999,9999,Hanson County,1218
G4600630,2000,2,4,South Dakota,46,Harding,63,9999,9999,9999,Harding County,804
G4600650,2000,2,4,South Dakota,46,Hughes,65,9999,9999,9999,Hughes County,7055
G4600670,2000,2,4,South Dakota,46,Hutchinson,67,9999,9999,9999,Hutchinson County,3517
G4600690,2000,2,4,South Dakota,46,Hyde,69,9999,9999,9999,Hyde County,769
G4600710,2000,2,4,South Dakota,46,Jackson,71,9999,9999,9999,Jackson County,1173
G4600730,2000,2,4,South Dakota,46,Jerauld,73,9999,9999,9999,Jerauld County,1167
G4600750,2000,2,4,South Dakota,46,Jones,75,9999,9999,9999,Jones County,614
G4600770,2000,2,4,South Dakota,46,Kingsbury,77,9999,9999,9999,Kingsbury County,2724
G4600790,2000,2,4,South Dakota,46,Lake,79,9999,9999,9999,Lake County,5282
G4600810,2000,2,4,South Dakota,46,Lawrence,81,9999,9999,9999,Lawrence County,10427
G4600830,2000,2,4,South Dakota,46,Lincoln,83,7760,9999,9999,Lincoln County,9131
G4600850,2000,2,4,South Dakota,46,Lyman,85,9999,9999,9999,Lyman County,1636
G4600870,2000,2,4,South Dakota,46,McCook,87,9999,9999,9999,McCook County,2383
G4600890,2000,2,4,South Dakota,46,McPherson,89,9999,9999,9999,McPherson County,1465
G4600910,2000,2,4,South Dakota,46,Marshall,91,9999,9999,9999,Marshall County,2562
G4600930,2000,2,4,South Dakota,46,Meade,93,9999,9999,9999,Meade County,10149
G4600950,2000,2,4,South Dakota,46,Mellette,95,9999,9999,9999,Mellette County,824
G4600970,2000,2,4,South Dakota,46,Miner,97,9999,9999,9999,Miner County,1408
G4600990,2000,2,4,South Dakota,46,Minnehaha,99,7760,9999,9999,Minnehaha County,60237
G4601010,2000,2,4,South Dakota,46,Moody,101,9999,9999,9999,Moody County,2745
G4601030,2000,2,4,South Dakota,46,Pennington,103,6660,9999,9999,Pennington County,37249
G4601050,2000,2,4,South Dakota,46,Perkins,105,9999,9999,9999,Perkins County,1854
G4601070,2000,2,4,South Dakota,46,Potter,107,9999,9999,9999,Potter County,1760
G4601090,2000,2,4,South Dakota,46,Roberts,109,9999,9999,9999,Roberts County,4734
G4601110,2000,2,4,South Dakota,46,Sanborn,111,9999,9999,9999,Sanborn County,1220
G4601130,2000,2,4,South Dakota,46,Shannon,113,9999,9999,9999,Shannon County,3123
G4601150,2000,2,4,South Dakota,46,Spink,115,9999,9999,9999,Spink County,3352
G4601170,2000,2,4,South Dakota,46,Stanley,117,9999,9999,9999,Stanley County,1277
G4601190,2000,2,4,South Dakota,46,Sully,119,9999,9999,9999,Sully County,844
G4601210,2000,2,4,South Dakota,46,Todd,121,9999,9999,9999,Todd County,2766
G4601230,2000,2,4,South Dakota,46,Tripp,123,9999,9999,9999,Tripp County,3036
G4601250,2000,2,4,South Dakota,46,Turner,125,9999,9999,9999,Turner County,3852
G4601270,2000,2,4,South Dakota,46,Union,127,9999,9999,9999,Union County,5345
G4601290,2000,2,4,South Dakota,46,Walworth,129,9999,9999,9999,Walworth County,3144
G4601350,2000,2,4,South Dakota,46,Yankton,135,9999,9999,9999,Yankton County,8840
G4601370,2000,2,4,South Dakota,46,Ziebach,137,9999,9999,9999,Ziebach County,879
G4700010,2000,3,6,Tennessee,47,Anderson,1,3840,9999,9999,Anderson County,32451
G4700030,2000,3,6,Tennessee,47,Bedford,3,9999,9999,9999,Bedford County,14990
G4700050,2000,3,6,Tennessee,47,Benton,5,9999,9999,9999,Benton County,8595
G4700070,2000,3,6,Tennessee,47,Bledsoe,7,9999,9999,9999,Bledsoe County,5142
G4700090,2000,3,6,Tennessee,47,Blount,9,3840,9999,9999,Blount County,47059
G4700110,2000,3,6,Tennessee,47,Bradley,11,9999,9999,9999,Bradley County,36820
G4700130,2000,3,6,Tennessee,47,Campbell,13,9999,9999,9999,Campbell County,18527
G4700150,2000,3,6,Tennessee,47,Cannon,15,9999,9999,9999,Cannon County,5420
G4700170,2000,3,6,Tennessee,47,Carroll,17,9999,9999,9999,Carroll County,13057
G4700190,2000,3,6,Tennessee,47,Carter,19,3660,9999,9999,Carter County,25920
G4700210,2000,3,6,Tennessee,47,Cheatham,21,5360,9999,9999,Cheatham County,13508
G4700230,2000,3,6,Tennessee,47,Chester,23,3580,9999,9999,Chester County,6178
G4700250,2000,3,6,Tennessee,47,Claiborne,25,9999,9999,9999,Claiborne County,13262
G4700270,2000,3,6,Tennessee,47,Clay,27,9999,9999,9999,Clay County,3959
G4700290,2000,3,6,Tennessee,47,Cocke,29,9999,9999,9999,Cocke County,15844
G4700310,2000,3,6,Tennessee,47,Coffee,31,9999,9999,9999,Coffee County,20746
G4700330,2000,3,6,Tennessee,47,Crockett,33,9999,9999,9999,Crockett County,6138
G4700350,2000,3,6,Tennessee,47,Cumberland,35,9999,9999,9999,Cumberland County,22442
G4700370,2000,3,6,Tennessee,47,Davidson,37,5360,9999,9999,Davidson County,252977
G4700390,2000,3,6,Tennessee,47,Decatur,39,9999,9999,9999,Decatur County,6448
G4700410,2000,3,6,Tennessee,47,DeKalb,41,9999,9999,9999,DeKalb County,8409
G4700430,2000,3,6,Tennessee,47,Dickson,43,5360,9999,9999,Dickson County,17614
G4700450,2000,3,6,Tennessee,47,Dyer,45,9999,9999,9999,Dyer County,16123
G4700470,2000,3,6,Tennessee,47,Fayette,47,4920,9999,9999,Fayette County,11214
G4700490,2000,3,6,Tennessee,47,Fentress,49,9999,9999,9999,Fentress County,7598
G4700510,2000,3,6,Tennessee,47,Franklin,51,9999,9999,9999,Franklin County,16813
G4700530,2000,3,6,Tennessee,47,Gibson,53,9999,9999,9999,Gibson County,21059
G4700550,2000,3,6,Tennessee,47,Giles,55,9999,9999,9999,Giles County,13113
G4700570,2000,3,6,Tennessee,47,Grainger,57,9999,9999,9999,Grainger County,9732
G4700590,2000,3,6,Tennessee,47,Greene,59,9999,9999,9999,Greene County,28116
G4700610,2000,3,6,Tennessee,47,Grundy,61,9999,9999,9999,Grundy County,6282
G4700630,2000,3,6,Tennessee,47,Hamblen,63,9999,9999,9999,Hamblen County,24693
G4700650,2000,3,6,Tennessee,47,Hamilton,65,1560,9999,9999,Hamilton County,134692
G4700670,2000,3,6,Tennessee,47,Hancock,67,9999,9999,9999,Hancock County,3280
G4700690,2000,3,6,Tennessee,47,Hardeman,69,9999,9999,9999,Hardeman County,10694
G4700710,2000,3,6,Tennessee,47,Hardin,71,9999,9999,9999,Hardin County,12807
G4700730,2000,3,6,Tennessee,47,Hawkins,73,3660,9999,9999,Hawkins County,24416
G4700750,2000,3,6,Tennessee,47,Haywood,75,9999,9999,9999,Haywood County,8086
G4700770,2000,3,6,Tennessee,47,Henderson,77,9999,9999,9999,Henderson County,11446
G4700790,2000,3,6,Tennessee,47,Henry,79,9999,9999,9999,Henry County,15783
G4700810,2000,3,6,Tennessee,47,Hickman,81,9999,9999,9999,Hickman County,8904
G4700830,2000,3,6,Tennessee,47,Houston,83,9999,9999,9999,Houston County,3901
G4700850,2000,3,6,Tennessee,47,Humphreys,85,9999,9999,9999,Humphreys County,8482
G4700870,2000,3,6,Tennessee,47,Jackson,87,9999,9999,9999,Jackson County,5163
G4700890,2000,3,6,Tennessee,47,Jefferson,89,9999,9999,9999,Jefferson County,19319
G4700910,2000,3,6,Tennessee,47,Johnson,91,9999,9999,9999,Johnson County,7879
G4700930,2000,3,6,Tennessee,47,Knox,93,3840,9999,9999,Knox County,171439
G4700950,2000,3,6,Tennessee,47,Lake,95,9999,9999,9999,Lake County,2716
G4700970,2000,3,6,Tennessee,47,Lauderdale,97,9999,9999,9999,Lauderdale County,10563
G4700990,2000,3,6,Tennessee,47,Lawrence,99,9999,9999,9999,Lawrence County,16821
G4701010,2000,3,6,Tennessee,47,Lewis,101,9999,9999,9999,Lewis County,4821
G4701030,2000,3,6,Tennessee,47,Lincoln,103,9999,9999,9999,Lincoln County,13999
G4701050,2000,3,6,Tennessee,47,Loudon,105,3840,9999,9999,Loudon County,17277
G4701070,2000,3,6,Tennessee,47,McMinn,107,9999,9999,9999,McMinn County,21626
G4701090,2000,3,6,Tennessee,47,McNairy,109,9999,9999,9999,McNairy County,11219
G4701110,2000,3,6,Tennessee,47,Macon,111,9999,9999,9999,Macon County,8894
G4701130,2000,3,6,Tennessee,47,Madison,113,3580,9999,9999,Madison County,38205
G4701150,2000,3,6,Tennessee,47,Marion,115,1560,9999,9999,Marion County,12140
G4701170,2000,3,6,Tennessee,47,Marshall,117,9999,9999,9999,Marshall County,11181
G4701190,2000,3,6,Tennessee,47,Maury,119,9999,9999,9999,Maury County,28674
G4701210,2000,3,6,Tennessee,47,Meigs,121,9999,9999,9999,Meigs County,5188
G4701230,2000,3,6,Tennessee,47,Monroe,123,9999,9999,9999,Monroe County,17287
G4701250,2000,3,6,Tennessee,47,Montgomery,125,1660,9999,9999,Montgomery County,52167
G4701270,2000,3,6,Tennessee,47,Moore,127,9999,9999,9999,Moore County,2515
G4701290,2000,3,6,Tennessee,47,Morgan,129,9999,9999,9999,Morgan County,7714
G4701310,2000,3,6,Tennessee,47,Obion,131,9999,9999,9999,Obion County,14489
G4701330,2000,3,6,Tennessee,47,Overton,133,9999,9999,9999,Overton County,9168
G4701350,2000,3,6,Tennessee,47,Perry,135,9999,9999,9999,Perry County,4115
G4701370,2000,3,6,Tennessee,47,Pickett,137,9999,9999,9999,Pickett County,2956
G4701390,2000,3,6,Tennessee,47,Polk,139,9999,9999,9999,Polk County,7369
G4701410,2000,3,6,Tennessee,47,Putnam,141,9999,9999,9999,Putnam County,26916
G4701430,2000,3,6,Tennessee,47,Rhea,143,9999,9999,9999,Rhea County,12565
G4701450,2000,3,6,Tennessee,47,Roane,145,9999,9999,9999,Roane County,23369
G4701470,2000,3,6,Tennessee,47,Robertson,147,5360,9999,9999,Robertson County,20995
G4701490,2000,3,6,Tennessee,47,Rutherford,149,5360,9999,9999,Rutherford County,70616
G4701510,2000,3,6,Tennessee,47,Scott,151,9999,9999,9999,Scott County,8909
G4701530,2000,3,6,Tennessee,47,Sequatchie,153,9999,9999,9999,Sequatchie County,4916
G4701550,2000,3,6,Tennessee,47,Sevier,155,3840,9999,9999,Sevier County,37252
G4701570,2000,3,6,Tennessee,47,Shelby,157,4920,9999,9999,Shelby County,362954
G4701590,2000,3,6,Tennessee,47,Smith,159,9999,9999,9999,Smith County,7665
G4701610,2000,3,6,Tennessee,47,Stewart,161,9999,9999,9999,Stewart County,5977
G4701630,2000,3,6,Tennessee,47,Sullivan,163,3660,9999,9999,Sullivan County,69052
G4701650,2000,3,6,Tennessee,47,Sumner,165,5360,9999,9999,Sumner County,51657
G4701670,2000,3,6,Tennessee,47,Tipton,167,4920,9999,9999,Tipton County,19064
G4701690,2000,3,6,Tennessee,47,Trousdale,169,9999,9999,9999,Trousdale County,3095
G4701710,2000,3,6,Tennessee,47,Unicoi,171,3660,9999,9999,Unicoi County,8214
G4701730,2000,3,6,Tennessee,47,Union,173,3840,9999,9999,Union County,7916
G4701750,2000,3,6,Tennessee,47,Van Buren,175,9999,9999,9999,Van Buren County,2453
G4701770,2000,3,6,Tennessee,47,Warren,177,9999,9999,9999,Warren County,16689
G4701790,2000,3,6,Tennessee,47,Washington,179,3660,9999,9999,Washington County,47779
G4701810,2000,3,6,Tennessee,47,Wayne,181,9999,9999,9999,Wayne County,6701
G4701830,2000,3,6,Tennessee,47,Weakley,183,9999,9999,9999,Weakley County,14928
G4701850,2000,3,6,Tennessee,47,White,185,9999,9999,9999,White County,10191
G4701870,2000,3,6,Tennessee,47,Williamson,187,5360,9999,9999,Williamson County,47005
G4701890,2000,3,6,Tennessee,47,Wilson,189,5360,9999,9999,Wilson County,34921
G4800010,2000,3,7,Texas,48,Anderson,1,9999,9999,9999,Anderson County,18436
G4800030,2000,3,7,Texas,48,Andrews,3,9999,9999,9999,Andrews County,5400
G4800050,2000,3,7,Texas,48,Angelina,5,9999,9999,9999,Angelina County,32435
G4800070,2000,3,7,Texas,48,Aransas,7,9999,9999,9999,Aransas County,12848
G4800090,2000,3,7,Texas,48,Archer,9,9080,9999,9999,Archer County,3871
G4800110,2000,3,7,Texas,48,Armstrong,11,9999,9999,9999,Armstrong County,920
G4800130,2000,3,7,Texas,48,Atascosa,13,9999,9999,9999,Atascosa County,14883
G4800150,2000,3,7,Texas,48,Austin,15,9999,9999,9999,Austin County,10205
G4800170,2000,3,7,Texas,48,Bailey,17,9999,9999,9999,Bailey County,2738
G4800190,2000,3,7,Texas,48,Bandera,19,9999,9999,9999,Bandera County,9503
G4800210,2000,3,7,Texas,48,Bastrop,21,640,9999,9999,Bastrop County,22254
G4800230,2000,3,7,Texas,48,Baylor,23,9999,9999,9999,Baylor County,2820
G4800250,2000,3,7,Texas,48,Bee,25,9999,9999,9999,Bee County,10939
G4800270,2000,3,7,Texas,48,Bell,27,3810,9999,9999,Bell County,92782
G4800290,2000,3,7,Texas,48,Bexar,29,7240,9999,9999,Bexar County,521359
G4800310,2000,3,7,Texas,48,Blanco,31,9999,9999,9999,Blanco County,4031
G4800330,2000,3,7,Texas,48,Borden,33,9999,9999,9999,Borden County,435
G4800350,2000,3,7,Texas,48,Bosque,35,9999,9999,9999,Bosque County,8644
G4800370,2000,3,7,Texas,48,Bowie,37,8360,9999,9999,Bowie County,36463
G4800390,2000,3,7,Texas,48,Brazoria,39,3362,1145,9999,Brazoria County,90628
G4800410,2000,3,7,Texas,48,Brazos,41,1260,9999,9999,Brazos County,59023
G4800430,2000,3,7,Texas,48,Brewster,43,9999,9999,9999,Brewster County,4614
G4800450,2000,3,7,Texas,48,Briscoe,45,9999,9999,9999,Briscoe County,1006
G4800470,2000,3,7,Texas,48,Brooks,47,9999,9999,9999,Brooks County,3203
G4800490,2000,3,7,Texas,48,Brown,49,9999,9999,9999,Brown County,17889
G4800510,2000,3,7,Texas,48,Burleson,51,9999,9999,9999,Burleson County,8197
G4800530,2000,3,7,Texas,48,Burnet,53,9999,9999,9999,Burnet County,15933
G4800550,2000,3,7,Texas,48,Caldwell,55,640,9999,9999,Caldwell County,11901
G4800570,2000,3,7,Texas,48,Calhoun,57,9999,9999,9999,Calhoun County,10238
G4800590,2000,3,7,Texas,48,Callahan,59,9999,9999,9999,Callahan County,5925
G4800610,2000,3,7,Texas,48,Cameron,61,1240,9999,9999,Cameron County,119654
G4800630,2000,3,7,Texas,48,Camp,63,9999,9999,9999,Camp County,5228
G4800650,2000,3,7,Texas,48,Carson,65,9999,9999,9999,Carson County,2815
G4800670,2000,3,7,Texas,48,Cass,67,9999,9999,9999,Cass County,13890
G4800690,2000,3,7,Texas,48,Castro,69,9999,9999,9999,Castro County,3198
G4800710,2000,3,7,Texas,48,Chambers,71,3362,3360,9999,Chambers County,10336
G4800730,2000,3,7,Texas,48,Cherokee,73,9999,9999,9999,Cherokee County,19173
G4800750,2000,3,7,Texas,48,Childress,75,9999,9999,9999,Childress County,3059
G4800770,2000,3,7,Texas,48,Clay,77,9999,9999,9999,Clay County,4992
G4800790,2000,3,7,Texas,48,Cochran,79,9999,9999,9999,Cochran County,1587
G4800810,2000,3,7,Texas,48,Coke,81,9999,9999,9999,Coke County,2843
G4800830,2000,3,7,Texas,48,Coleman,83,9999,9999,9999,Coleman County,5248
G4800850,2000,3,7,Texas,48,Collin,85,1922,1920,9999,Collin County,194892
G4800870,2000,3,7,Texas,48,Collingsworth,87,9999,9999,9999,Collingsworth County,1723
G4800890,2000,3,7,Texas,48,Colorado,89,9999,9999,9999,Colorado County,9431
G4800910,2000,3,7,Texas,48,Comal,91,7240,9999,9999,Comal County,32718
G4800930,2000,3,7,Texas,48,Comanche,93,9999,9999,9999,Comanche County,7105
G4800950,2000,3,7,Texas,48,Concho,95,9999,9999,9999,Concho County,1488
G4800970,2000,3,7,Texas,48,Cooke,97,9999,9999,9999,Cooke County,15061
G4800990,2000,3,7,Texas,48,Coryell,99,3810,9999,9999,Coryell County,21776
G4801010,2000,3,7,Texas,48,Cottle,101,9999,9999,9999,Cottle County,1088
G4801030,2000,3,7,Texas,48,Crane,103,9999,9999,9999,Crane County,1596
G4801050,2000,3,7,Texas,48,Crockett,105,9999,9999,9999,Crockett County,2049
G4801070,2000,3,7,Texas,48,Crosby,107,9999,9999,9999,Crosby County,3202
G4801090,2000,3,7,Texas,48,Culberson,109,9999,9999,9999,Culberson County,1321
G4801110,2000,3,7,Texas,48,Dallam,111,9999,9999,9999,Dallam County,2697
G4801130,2000,3,7,Texas,48,Dallas,113,1922,1920,9999,Dallas County,854119
G4801150,2000,3,7,Texas,48,Dawson,115,9999,9999,9999,Dawson County,5500
G4801170,2000,3,7,Texas,48,Deaf Smith,117,9999,9999,9999,Deaf Smith County,6914
G4801190,2000,3,7,Texas,48,Delta,119,9999,9999,9999,Delta County,2410
G4801210,2000,3,7,Texas,48,Denton,121,1922,1920,9999,Denton County,168069
G4801230,2000,3,7,Texas,48,Dewitt,123,9999,9999,9999,DeWitt County,8756
G4801250,2000,3,7,Texas,48,Dickens,125,9999,9999,9999,Dickens County,1368
G4801270,2000,3,7,Texas,48,Dimmit,127,9999,9999,9999,Dimmit County,4112
G4801290,2000,3,7,Texas,48,Donley,129,9999,9999,9999,Donley County,2378
G4801310,2000,3,7,Texas,48,Duval,131,9999,9999,9999,Duval County,5543
G4801330,2000,3,7,Texas,48,Eastland,133,9999,9999,9999,Eastland County,9547
G4801350,2000,3,7,Texas,48,Ector,135,5800,9999,9999,Ector County,49500
G4801370,2000,3,7,Texas,48,Edwards,137,9999,9999,9999,Edwards County,1217
G4801390,2000,3,7,Texas,48,Ellis,139,1922,1920,9999,Ellis County,39071
G4801410,2000,3,7,Texas,48,El Paso,141,2320,9999,9999,El Paso County,224447
G4801430,2000,3,7,Texas,48,Erath,143,9999,9999,9999,Erath County,14422
G4801450,2000,3,7,Texas,48,Falls,145,9999,9999,9999,Falls County,7658
G4801470,2000,3,7,Texas,48,Fannin,147,9999,9999,9999,Fannin County,12887
G4801490,2000,3,7,Texas,48,Fayette,149,9999,9999,9999,Fayette County,11113
G4801510,2000,3,7,Texas,48,Fisher,151,9999,9999,9999,Fisher County,2277
G4801530,2000,3,7,Texas,48,Floyd,153,9999,9999,9999,Floyd County,3221
G4801550,2000,3,7,Texas,48,Foard,155,9999,9999,9999,Foard County,850
G4801570,2000,3,7,Texas,48,Fort Bend,157,3362,3360,9999,Fort Bend County,115991
G4801590,2000,3,7,Texas,48,Franklin,159,9999,9999,9999,Franklin County,5132
G4801610,2000,3,7,Texas,48,Freestone,161,9999,9999,9999,Freestone County,8138
G4801630,2000,3,7,Texas,48,Frio,163,9999,9999,9999,Frio County,5660
G4801650,2000,3,7,Texas,48,Gaines,165,9999,9999,9999,Gaines County,5410
G4801670,2000,3,7,Texas,48,Galveston,167,3362,2920,9999,Galveston County,111733
G4801690,2000,3,7,Texas,48,Garza,169,9999,9999,9999,Garza County,1928
G4801710,2000,3,7,Texas,48,Gillespie,171,9999,9999,9999,Gillespie County,9902
G4801730,2000,3,7,Texas,48,Glasscock,173,9999,9999,9999,Glasscock County,660
G4801750,2000,3,7,Texas,48,Goliad,175,9999,9999,9999,Goliad County,3426
G4801770,2000,3,7,Texas,48,Gonzales,177,9999,9999,9999,Gonzales County,8194
G4801790,2000,3,7,Texas,48,Gray,179,9999,9999,9999,Gray County,10567
G4801810,2000,3,7,Texas,48,Grayson,181,7640,9999,9999,Grayson County,48315
G4801830,2000,3,7,Texas,48,Gregg,183,4420,9999,9999,Gregg County,46349
G4801850,2000,3,7,Texas,48,Grimes,185,9999,9999,9999,Grimes County,9490
G4801870,2000,3,7,Texas,48,Guadalupe,187,7240,9999,9999,Guadalupe County,33585
G4801890,2000,3,7,Texas,48,Hale,189,9999,9999,9999,Hale County,13526
G4801910,2000,3,7,Texas,48,Hall,191,9999,9999,9999,Hall County,1988
G4801930,2000,3,7,Texas,48,Hamilton,193,9999,9999,9999,Hamilton County,4455
G4801950,2000,3,7,Texas,48,Hansford,195,9999,9999,9999,Hansford County,2329
G4801970,2000,3,7,Texas,48,Hardeman,197,9999,9999,9999,Hardeman County,2358
G4801990,2000,3,7,Texas,48,Hardin,199,840,9999,9999,Hardin County,19836
G4802010,2000,3,7,Texas,48,Harris,201,3362,3360,9999,Harris County,1298130
G4802030,2000,3,7,Texas,48,Harrison,203,4420,9999,9999,Harrison County,26271
G4802050,2000,3,7,Texas,48,Hartley,205,9999,9999,9999,Hartley County,1760
G4802070,2000,3,7,Texas,48,Haskell,207,9999,9999,9999,Haskell County,3555
G4802090,2000,3,7,Texas,48,Hays,209,640,9999,9999,Hays County,35643
G4802110,2000,3,7,Texas,48,Hemphill,211,9999,9999,9999,Hemphill County,1548
G4802130,2000,3,7,Texas,48,Henderson,213,1922,1920,9999,Henderson County,35935
G4802150,2000,3,7,Texas,48,Hidalgo,215,4880,9999,9999,Hidalgo County,192658
G4802170,2000,3,7,Texas,48,Hill,217,9999,9999,9999,Hill County,14624
G4802190,2000,3,7,Texas,48,Hockley,219,9999,9999,9999,Hockley County,9148
G4802210,2000,3,7,Texas,48,Hood,221,1922,2800,9999,Hood County,19105
G4802230,2000,3,7,Texas,48,Hopkins,223,9999,9999,9999,Hopkins County,14020
G4802250,2000,3,7,Texas,48,Houston,225,9999,9999,9999,Houston County,10730
G4802270,2000,3,7,Texas,48,Howard,227,9999,9999,9999,Howard County,13589
G4802290,2000,3,7,Texas,48,Hudspeth,229,9999,9999,9999,Hudspeth County,1471
G4802310,2000,3,7,Texas,48,Hunt,231,1922,1920,9999,Hunt County,32490
G4802330,2000,3,7,Texas,48,Hutchinson,233,9999,9999,9999,Hutchinson County,10871
G4802350,2000,3,7,Texas,48,Irion,235,9999,9999,9999,Irion County,914
G4802370,2000,3,7,Texas,48,Jack,237,9999,9999,9999,Jack County,3668
G4802390,2000,3,7,Texas,48,Jackson,239,9999,9999,9999,Jackson County,6545
G4802410,2000,3,7,Texas,48,Jasper,241,9999,9999,9999,Jasper County,16576
G4802430,2000,3,7,Texas,48,Jeff Davis,243,9999,9999,9999,Jeff Davis County,1420
G4802450,2000,3,7,Texas,48,Jefferson,245,840,9999,9999,Jefferson County,102080
G4802470,2000,3,7,Texas,48,Jim Hogg,247,9999,9999,9999,Jim Hogg County,2308
G4802490,2000,3,7,Texas,48,Jim Wells,249,9999,9999,9999,Jim Wells County,14819
G4802510,2000,3,7,Texas,48,Johnson,251,1922,2800,9999,Johnson County,46269
G4802530,2000,3,7,Texas,48,Jones,253,9999,9999,9999,Jones County,7236
G4802550,2000,3,7,Texas,48,Karnes,255,9999,9999,9999,Karnes County,5479
G4802570,2000,3,7,Texas,48,Kaufman,257,1922,1920,9999,Kaufman County,26133
G4802590,2000,3,7,Texas,48,Kendall,259,9999,9999,9999,Kendall County,9609
G4802610,2000,3,7,Texas,48,Kenedy,261,9999,9999,9999,Kenedy County,281
G4802630,2000,3,7,Texas,48,Kent,263,9999,9999,9999,Kent County,551
G4802650,2000,3,7,Texas,48,Kerr,265,9999,9999,9999,Kerr County,20228
G4802670,2000,3,7,Texas,48,Kimble,267,9999,9999,9999,Kimble County,2996
G4802690,2000,3,7,Texas,48,King,269,9999,9999,9999,King County,174
G4802710,2000,3,7,Texas,48,Kinney,271,9999,9999,9999,Kinney County,1907
G4802730,2000,3,7,Texas,48,Kleberg,273,9999,9999,9999,Kleberg County,12743
G4802750,2000,3,7,Texas,48,Knox,275,9999,9999,9999,Knox County,2129
G4802770,2000,3,7,Texas,48,Lamar,277,9999,9999,9999,Lamar County,21113
G4802790,2000,3,7,Texas,48,Lamb,279,9999,9999,9999,Lamb County,6294
G4802810,2000,3,7,Texas,48,Lampasas,281,9999,9999,9999,Lampasas County,7601
G4802830,2000,3,7,Texas,48,La Salle,283,9999,9999,9999,La Salle County,2436
G4802850,2000,3,7,Texas,48,Lavaca,285,9999,9999,9999,Lavaca County,9657
G4802870,2000,3,7,Texas,48,Lee,287,9999,9999,9999,Lee County,6851
G4802890,2000,3,7,Texas,48,Leon,289,9999,9999,9999,Leon County,8299
G4802910,2000,3,7,Texas,48,Liberty,291,3362,3360,9999,Liberty County,26359
G4802930,2000,3,7,Texas,48,Limestone,293,9999,9999,9999,Limestone County,9725
G4802950,2000,3,7,Texas,48,Lipscomb,295,9999,9999,9999,Lipscomb County,1541
G4802970,2000,3,7,Texas,48,Live Oak,297,9999,9999,9999,Live Oak County,6196
G4802990,2000,3,7,Texas,48,Llano,299,9999,9999,9999,Llano County,11829
G4803010,2000,3,7,Texas,48,Loving,301,9999,9999,9999,Loving County,70
G4803030,2000,3,7,Texas,48,Lubbock,303,4600,9999,9999,Lubbock County,100595
G4803050,2000,3,7,Texas,48,Lynn,305,9999,9999,9999,Lynn County,2671
G4803070,2000,3,7,Texas,48,McCulloch,307,9999,9999,9999,McCulloch County,4184
G4803090,2000,3,7,Texas,48,McLennan,309,8800,9999,9999,McLennan County,84795
G4803110,2000,3,7,Texas,48,McMullen,311,9999,9999,9999,McMullen County,587
G4803130,2000,3,7,Texas,48,Madison,313,9999,9999,9999,Madison County,4797
G4803150,2000,3,7,Texas,48,Marion,315,9999,9999,9999,Marion County,6384
G4803170,2000,3,7,Texas,48,Martin,317,9999,9999,9999,Martin County,1898
G4803190,2000,3,7,Texas,48,Mason,319,9999,9999,9999,Mason County,2372
G4803210,2000,3,7,Texas,48,Matagorda,321,9999,9999,9999,Matagorda County,18611
